Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
INV-00667,A,Yangon,Member,,Fashion accessories,92.04,1,4.602,96.64200000000001,2023-06-19,14:44,Ewallet,92.04,4.7619047619,4.602,4.3
INV-00775,C,naypyitaw,Member,F,,70.66,5,17.665,370.965,2023-12-20,12:19,Credit card,353.29999999999995,4.7619047619,17.665,6.0
INV-00195,B,Mandalay,Normal,Female,Food and beverages,93.93,4,18.786,394.50600000000003,2023-02-05,19:55,Cash,375.72,4.7619047619,18.786,4.3
INV-00281,C,Naypyitaw,Normal,Male,Electronic accessories,38.72,1,1.936,40.656,2023-08-25,16:07,Cash,38.72,4.7619047619,1.936,4.2
INV-00696,B,Mandalay,Member,Male,,38.04,7,13.314,279.594,2023-07-19,19:31,Cash,266.28,4.7619047619,13.314,7.1
INV-00360,B, Mandalay ,Member,Female,Electronic accessories,12.32,3,1.848,38.808,2023-12-10,18:51,Cash,36.96,4.7619047619,1.848,6.7
INV-00520,A,Yangon,Member,F,Food and beverages,79.54,4,15.908,334.06800000000004,2023-08-12,10:08,Cash,318.16,4.7619047619,15.908,8.0
INV-00866,B, Mandalay ,Normal,Male,Home and lifestyle,27.94,9,12.573,264.033,2023-12-06,18:52,Credit card,251.46,4.7619047619,12.573,9.5
INV-01244,C, Naypyitaw ,Member,Female,Fashion accessories,38.02,9,17.109,359.289,2023-04-03,14:41,Credit card,342.18,4.7619047619,17.109,4.7
INV-00183,C,Naypyitaw,Member,Male,Sports and travel,57.12,2,5.712,119.952,2023-09-08,15:23,Cash,114.24,4.7619047619,5.712,6.1
INV-01059,B,Mandalay,Member,Female,Sports and travel,80.47,7,28.1645,591.4544999999999,2023-06-20,12:11,Cash,563.29,4.7619047619,28.1645,4.3
INV-00111,A,Yangon,Member,M,Health and beauty,93.19,9,41.9355,880.6455000000001,2023-04-19,10:27,Credit card,838.71,4.7619047619,41.9355,4.0
INV-01389,C,Naypyitaw,Member,Male,Home and lifestyle,25.57,6,7.671,161.091,2023-01-20,12:28,Cash,153.42000000000002,4.7619047619,7.671,7.1
INV-00043,A, Yangon ,Member,female,Food and beverages,64.22,9,28.899,606.879,2023-07-14,19:19,Ewallet,577.98,4.7619047619,28.899,6.5
INV-00747,B,Mandalay,Normal,M,Fashion accessories,34.04,10,17.02,357.41999999999996,2023-05-03,11:38,Cash,340.4,4.7619047619,17.02,7.5
INV-00975,A, Yangon ,Normal,Female,Sports and travel,26.06,8,10.424,218.904,2023-02-08,19:24,Credit card,208.48,4.7619047619,10.424,9.3
INV-00205,B,Mandalay,Member,M,Electronic accessories,90.43,3,13.5645,284.85450000000003,2023-11-07,20:50,Ewallet,271.29,4.7619047619,13.5645,6.4
INV-00875,A, Yangon ,Normal,Female,Home and lifestyle,59.09,4,11.818,248.17800000000003,2023-06-19,15:25,Credit card,236.36,4.7619047619,11.818,9.0
INV-00053,C,Naypyitaw,Normal,male,Electronic accessories,78.92,6,23.676,497.19599999999997,2023-07-13,13:51,Ewallet,473.52,4.7619047619,23.676,5.3
INV-00546,B,Mandalay,Member,Male,Health and beauty,10.08,7,3.528,74.08800000000001,2023-03-07,17:10,Ewallet,70.56,4.7619047619,3.528,5.2
INV-00069,A,Yangon,Normal,Female,Electronic accessories,20.21,4,4.042,84.882,2023-04-30,20:01,Cash,80.84,4.7619047619,4.042,6.6
INV-01069,B, Mandalay ,Normal,Male,Electronic accessories,609.2266068935197,7,28.4445,3275.4174515776904,2023-12-06,11:36,Ewallet,568.89,4.7619047619,28.4445,5.0
INV-01218,B,Mandalay,Member,Male,Food and beverages,55.72,8,22.288,468.048,2023-05-28,11:55,Credit card,445.76,4.7619047619,22.288,8.7
INV-00819,A,Yangon,Member,Male,Home and lifestyle,28.89,4,5.778,121.33800000000001,2023-02-14,15:58,Credit card,115.56,4.7619047619,5.778,9.8
INV-00184,C,Naypyitaw,Normal,Female,Food and beverages,35.4,6,10.62,223.01999999999998,2023-01-10,14:24,Credit card,212.39999999999998,4.7619047619,10.62,6.1
INV-00138,C,Naypyitaw,Normal,male,Food and beverages,84.12,7,29.442,618.282,2023-03-23,11:09,Cash,588.84,4.7619047619,29.442,6.5
INV-00133,A,Yangon,Normal,Female,Fashion accessories,59.89,4,11.978,251.538,2023-02-16,11:33,Ewallet,239.56,4.7619047619,11.978,9.6
INV-00081,C,naypyitaw,Member,Male,Health and beauty,70.56,2,7.056,148.17600000000002,2023-05-17,19:03,Credit card,141.12,4.7619047619,7.056,7.7
INV-01254,A, Yangon ,Normal,Female,Sports and travel,28.13,8,11.252,236.292,2023-10-26,16:18,Cash,225.04,4.7619047619,11.252,
INV-00106,A,Yangon,Member,Female,Fashion accessories,65.3,6,19.59,411.38999999999993,2023-05-18,13:32,Credit card,391.79999999999995,4.7619047619,19.59,7.3
INV-01202,A,Yangon,Normal,Male,Food and beverages,69.74,2,6.974,146.45399999999998,2023-11-29,20:23,Ewallet,139.48,4.7619047619,6.974,
INV-00542,B,Mandalay,Normal,,Sports and travel,67.46,1,3.373,70.833,2023-07-26,14:41,Ewallet,67.46,4.7619047619,3.373,6.2
INV-00910,B,Mandalay,Member,Male,Health and beauty,72.23,5,18.0575,379.20750000000004,2023-01-24,18:21,Credit card,361.15000000000003,4.7619047619,18.0575,8.4
INV-00481,B,Mandalay,Normal,Female,Home and lifestyle,26.45,6,7.935,166.635,2023-04-27,19:46,Credit card,158.7,4.7619047619,7.935,6.2
INV-00166,C,Naypyitaw,Member,Female,Food and beverages,70.0,1,3.5,73.5,2023-04-02,19:32,Credit card,70.0,4.7619047619,3.5,5.8
INV-00249,C,Naypyitaw,Member,Male,Food and beverages,75.74,9,34.083,715.7429999999999,2023-10-23,20:30,Cash,681.66,4.7619047619,34.083,6.0
INV-00308,B,Mandalay,Member,male,Electronic accessories,11.16,10,5.58,117.17999999999999,2023-12-23,11:22,Cash,111.6,4.7619047619,5.58,5.6
INV-00447,C,Naypyitaw,Member,M,Electronic accessories,75.72,5,18.93,397.53000000000003,2023-01-21,10:41,Cash,378.6,4.7619047619,18.93,7.7
INV-01206,C,Naypyitaw,Normal,Female,Home and lifestyle,61.95,8,24.78,520.38,2023-10-01,10:25,Ewallet,495.6,4.7619047619,24.78,5.6
INV-00335,A,Yangon,Member,Male,Sports and travel,47.36,10,23.68,497.28000000000003,2023-12-12,15:27,Credit card,473.6,4.7619047619,23.68,9.4
INV-00098,B,Mandalay,Member,Male,Sports and travel,86.64,1,4.332,90.972,2023-04-23,14:13,Credit card,86.64,4.7619047619,4.332,9.3
INV-00807,C,naypyitaw,Normal,Female,Sports and travel,27.48,3,4.122,86.562,2023-09-25,19:45,Cash,82.44,4.7619047619,4.122,4.8
INV-00738,C,Naypyitaw,Member,Female,Fashion accessories,13.39,4,2.678,56.238,2023-02-05,13:15,Cash,53.56,4.7619047619,2.678,5.4
INV-00949,C, Naypyitaw ,Member,Female,Health and beauty,82.5,9,37.125,779.625,2023-11-02,11:38,Credit card,742.5,4.7619047619,37.125,
INV-01034,A,Yangon,Normal,F,Home and lifestyle,55.6,9,25.02,525.4200000000001,2023-02-16,18:09,Credit card,500.40000000000003,4.7619047619,25.02,9.3
INV-01171,B,Mandalay,Normal,,Home and lifestyle,66.47,8,26.588,558.348,2023-06-12,18:47,Ewallet,531.76,4.7619047619,26.588,4.7
INV-00103,B,Mandalay,Member,,Fashion accessories,64.49,7,22.5715,474.00149999999996,2023-01-17,16:11,Cash,451.42999999999995,4.7619047619,22.5715,9.5
INV-00435,A,Yangon,Normal,F,Food and beverages,96.15,9,43.2675,908.6175000000001,2023-03-18,18:17,Ewallet,865.35,4.7619047619,43.2675,7.2
INV-00075,C, Naypyitaw ,Member,,Health and beauty,12.51,5,3.1275,65.6775,2023-07-06,14:46,Ewallet,62.55,4.7619047619,3.1275,5.2
INV-01387,C,Naypyitaw,Member,Male,Health and beauty,90.01,6,27.003,567.0630000000001,2023-03-13,19:06,Credit card,540.0600000000001,4.7619047619,27.003,
INV-00933,C,Naypyitaw,Member,Female,Fashion accessories,44.87,9,20.1915,424.0215,2023-09-09,14:09,Credit card,403.83,4.7619047619,20.1915,4.6
INV-01406,B,Mandalay,Member,,Electronic accessories,80.77,10,40.385,848.0849999999999,2023-08-01,14:16,Ewallet,807.6999999999999,4.7619047619,40.385,6.6
INV-00303,B,Mandalay,Member,Male,Food and beverages,23.42,7,8.197,172.137,2023-07-19,10:24,Ewallet,163.94,4.7619047619,8.197,6.7
INV-01337,A, Yangon ,Normal,Male,Home and lifestyle,21.63,1,1.0815,22.711499999999997,2023-05-20,10:11,Cash,21.63,4.7619047619,1.0815,
INV-01306,C,Naypyitaw,Normal,Male,Electronic accessories,50.28,1,2.514,52.794000000000004,2023-04-23,14:46,Ewallet,50.28,4.7619047619,2.514,5.5
INV-01401,A,Yangon,Normal,Female,Fashion accessories,78.75,10,39.375,826.875,2023-12-23,15:09,Credit card,787.5,4.7619047619,39.375,4.8
INV-00763,A, Yangon ,Member,Female,Electronic accessories,30.15,2,3.015,63.315,2023-06-09,18:14,Credit card,60.3,4.7619047619,3.015,9.2
INV-00734,B,Mandalay,Member,Male,Health and beauty,79.59,9,35.8155,752.1255000000001,2023-01-27,10:19,Ewallet,716.3100000000001,4.7619047619,35.8155,8.6
INV-00389,C,Naypyitaw,Member,M,Electronic accessories,35.73,6,10.719,225.099,2023-09-28,11:28,Cash,214.38,4.7619047619,10.719,8.1
INV-00236,C,Naypyitaw,Normal,Male,Food and beverages,19.57,2,1.957,41.097,2023-02-04,18:15,Credit card,39.14,4.7619047619,1.957,
INV-01288,B,Mandalay,Member,Female,Sports and travel,91.8,10,45.9,963.9,2023-10-22,20:04,Cash,918.0,4.7619047619,45.9,5.6
INV-00268,C,Naypyitaw,Member,,Fashion accessories,32.88,2,3.288,69.048,2023-02-01,15:59,Ewallet,65.76,4.7619047619,3.288,7.6
INV-00306,C,Naypyitaw,Member,Male,,40.77,1,2.0385,42.8085,2023-05-27,15:16,Cash,40.77,4.7619047619,2.0385,7.9
INV-00839,B,Mandalay,Member,Female,Fashion accessories,84.33,6,25.299,531.279,2023-11-02,15:10,Ewallet,505.98,4.7619047619,25.299,
INV-00118,A,Yangon,Normal,Male,Sports and travel,85.35,5,21.3375,448.0875,2023-05-16,14:07,Cash,426.75,4.7619047619,21.3375,9.9
INV-01253,A,Yangon,Member,Male,Food and beverages,97.59,7,34.1565,717.2865,2023-09-12,18:12,Credit card,683.13,4.7619047619,34.1565,9.4
INV-00674,B,Mandalay,Normal,Female,Food and beverages,51.63,3,7.7445,162.6345,2023-07-19,19:23,Credit card,154.89000000000001,4.7619047619,7.7445,
INV-00250,C,Naypyitaw,Member,Male,Sports and travel,22.18,7,7.763,163.023,2023-08-31,15:35,Ewallet,155.26,4.7619047619,7.763,5.6
INV-01439,A,Yangon,Normal,Male,Food and beverages,47.65,8,19.06,400.26,2023-01-11,19:15,Ewallet,381.2,4.7619047619,19.06,9.4
INV-01111,C,Naypyitaw,Normal,Female,Fashion accessories,77.66,7,27.181,570.801,2023-10-10,17:26,Credit card,543.62,4.7619047619,27.181,6.4
INV-00072,A,Yangon,Normal,Female,Health and beauty,63.47,2,6.347,133.287,2023-05-23,16:26,Credit card,126.94,4.7619047619,6.347,5.6
INV-00095,C,Naypyitaw,Member,Male,Health and beauty,82.02,10,41.01,861.2099999999999,2023-11-24,13:25,Credit card,820.1999999999999,4.7619047619,41.01,7.1
INV-01238,B,Mandalay,Member,Male,Electronic accessories,75.42,1,3.771,79.191,2023-03-16,13:05,Ewallet,75.42,4.7619047619,3.771,7.7
INV-00034,C, Naypyitaw ,Member,Male,Health and beauty,64.29,10,32.145,675.0450000000001,2023-12-24,12:35,Cash,642.9000000000001,4.7619047619,32.145,6.6
INV-00800,C,Naypyitaw,Member,Female,Fashion accessories,55.33,2,5.533,116.193,2023-07-05,13:55,Cash,110.66,4.7619047619,5.533,8.3
INV-01135,B,Mandalay,Member,Male,Electronic accessories,66.29,6,19.887,417.627,2023-04-08,14:22,Ewallet,397.74,4.7619047619,19.887,6.1
INV-00449,B,Mandalay,Normal,Male,Electronic accessories,49.06,1,2.453,51.513000000000005,2023-04-18,20:13,Ewallet,49.06,4.7619047619,2.453,6.2
INV-00446,C,Naypyitaw,Normal,Female,Health and beauty,11.0,10,5.5,115.5,2023-07-06,10:05,Cash,110.0,4.7619047619,5.5,8.7
INV-00772,C,Naypyitaw,Normal,Male,Sports and travel,73.8,10,36.9,774.9,2023-04-12,16:50,Credit card,738.0,4.7619047619,36.9,7.9
INV-00717,C,Naypyitaw,Normal,Female,Electronic accessories,16.57,1,0.8285,17.3985,2023-04-04,12:49,Credit card,16.57,4.7619047619,0.8285,9.6
INV-00944,C,Naypyitaw,Normal,Male,Home and lifestyle,44.24,10,22.12,464.52000000000004,2023-05-08,17:35,Cash,442.40000000000003,4.7619047619,22.12,5.7
INV-01447,B,Mandalay,Normal,Female,Fashion accessories,77.19,10,38.595,810.495,2023-10-11,18:15,Credit card,771.9,4.7619047619,38.595,8.5
INV-01247,A,Yangon,Member,Male,Electronic accessories,85.55,4,17.11,359.31,2023-02-10,19:46,Credit card,342.2,4.7619047619,17.11,5.4
INV-01066,C,Naypyitaw,Member,male,Electronic accessories,44.02,9,19.809,415.98900000000003,2023-12-22,16:00,Cash,396.18,4.7619047619,19.809,7.7
INV-00078,A,Yangon,Member,Male,Home and lifestyle,85.78,2,8.578,180.138,2023-07-01,11:56,Cash,171.56,4.7619047619,8.578,6.3
INV-00085,B,Mandalay,Normal,Female,Electronic accessories,82.5,1,4.125,86.625,2023-02-06,17:38,Credit card,82.5,4.7619047619,4.125,
INV-00889,A,Yangon,Member,Female,Sports and travel,49.94,1,2.497,52.437,2023-04-05,16:41,Cash,49.94,4.7619047619,2.497,5.6
INV-00083,B,Mandalay,Normal,Male,Electronic accessories,54.33,6,16.299,342.279,2023-12-16,14:28,Credit card,325.98,4.7619047619,16.299,6.3
INV-00458,B,Mandalay,Member,Male,Health and beauty,41.49,5,10.3725,217.82250000000002,2023-03-21,14:29,Ewallet,207.45000000000002,4.7619047619,10.3725,7.9
INV-00979,B,Mandalay,Member,F,Health and beauty,39.32,9,17.694,371.574,2023-08-19,12:19,Credit card,353.88,4.7619047619,17.694,7.0
INV-00677,A,Yangon,Normal,Female,,47.43,7,16.6005,348.6105,2023-01-11,17:48,Credit card,332.01,4.7619047619,16.6005,4.8
INV-01490,B,Mandalay,Member,Male,Food and beverages,36.82,10,18.41,386.61,2023-01-23,15:03,Ewallet,368.2,4.7619047619,18.41,5.6
INV-01109,B, Mandalay ,Normal,Male,Health and beauty,56.38,10,28.19,591.9900000000001,2023-03-23,16:35,Credit card,563.8000000000001,4.7619047619,28.19,8.3
INV-00437,A,Yangon,Member,Male,Home and lifestyle,68.7,3,10.305,216.40500000000003,2023-01-19,14:39,Cash,206.10000000000002,4.7619047619,10.305,7.8
INV-00771,A,Yangon,Normal,Male,Food and beverages,40.54,6,12.162,255.40200000000002,2023-07-23,20:42,Ewallet,243.24,4.7619047619,12.162,4.8
INV-00645,A,Yangon,Normal,Male,Electronic accessories,94.05,2,9.405,197.505,2023-05-03,19:54,Cash,188.1,4.7619047619,9.405,6.8
INV-01161,C,Naypyitaw,Member,,Home and lifestyle,20.87,6,6.261,131.481,2023-08-22,15:53,Credit card,125.22,4.7619047619,6.261,8.4
INV-00966,B,Mandalay,Normal,Female,Food and beverages,94.48,6,28.344,595.224,2023-11-17,14:30,Ewallet,566.88,4.7619047619,28.344,5.2
INV-01234,A,Yangon,Normal,Female,Fashion accessories,99.71,7,34.8985,732.8684999999999,2023-05-31,13:40,Credit card,697.9699999999999,4.7619047619,34.8985,6.7
INV-01156,C,Naypyitaw,Normal,F,Food and beverages,13.37,4,2.674,56.153999999999996,2023-06-26,16:58,Credit card,53.48,4.7619047619,2.674,7.4
INV-00405,B,Mandalay,Member,M,Food and beverages,54.14,7,18.949,397.92900000000003,2023-04-18,15:35,Ewallet,378.98,4.7619047619,18.949,9.3
INV-01347,B, Mandalay ,Member,Female,Fashion accessories,86.67,-1,39.0015,819.0314999999999,2023-04-26,14:36,Credit card,780.03,4.7619047619,39.0015,8.3
INV-00994,B,Mandalay,Member,Male,Health and beauty,35.78,6,10.734,225.41400000000002,2023-05-16,18:01,Ewallet,214.68,4.7619047619,10.734,7.2
INV-01233,A,Yangon,Normal,Male,Food and beverages,87.73,8,35.092,736.932,2023-01-29,15:46,Ewallet,701.84,4.7619047619,35.092,9.0
INV-00105,C,Naypyitaw,Normal,Female,Electronic accessories,85.38,2,8.538,179.298,2023-07-25,18:45,Ewallet,170.76,4.7619047619,8.538,7.5
INV-00610,B,Mandalay,Normal,Male,Fashion accessories,37.54,4,7.508,157.668,2023-02-24,20:59,Cash,150.16,4.7619047619,7.508,
INV-00917,A,Yangon,Normal,Female,Health and beauty,36.93,3,5.5395,116.3295,2023-09-09,11:21,Ewallet,110.78999999999999,4.7619047619,5.5395,8.3
INV-00689,C,Naypyitaw,Normal,Male,Home and lifestyle,70.62,3,10.593,222.453,2023-04-23,18:12,Cash,211.86,4.7619047619,10.593,
INV-01232,A,Yangon,Member,M,Fashion accessories,72.02,4,14.404,302.484,2023-06-16,12:28,Cash,288.08,4.7619047619,14.404,7.1
INV-00827,B,Mandalay,Normal,,Home and lifestyle,55.33,3,8.2995,174.2895,2023-07-14,16:18,Cash,165.99,4.7619047619,8.2995,7.9
INV-01182,B,Mandalay,Member,Female,Fashion accessories,14.23,7,4.9805,104.5905,2023-09-15,13:27,Cash,99.61,4.7619047619,4.9805,6.5
INV-01160,A,Yangon,Member,Male,Food and beverages,65.91,10,32.955,692.055,2023-07-13,12:45,Cash,659.0999999999999,4.7619047619,32.955,4.1
INV-00063,C,Naypyitaw,Normal,male,Electronic accessories,68.7,3,10.305,216.40500000000003,2023-02-05,14:58,Credit card,206.10000000000002,4.7619047619,10.305,8.4
INV-00282,B,Mandalay,Member,Female,Home and lifestyle,52.29,3,7.8435,164.7135,2023-05-08,14:15,Credit card,156.87,4.7619047619,7.8435,5.6
INV-00853,A,Yangon,Member,Male,Food and beverages,69.2,2,6.92,145.32,2023-09-01,13:32,Ewallet,138.4,4.7619047619,6.92,9.3
INV-00779,C,Naypyitaw,Member,Male,Fashion accessories,35.52,4,7.104,149.18400000000003,2023-12-23,13:19,Cash,142.08,4.7619047619,7.104,8.8
INV-01047,A,Yangon,Normal,Female,Sports and travel,86.7,8,34.68,728.28,2023-11-30,11:19,Credit card,693.6,4.7619047619,34.68,8.5
INV-00239,B,Mandalay,Normal,M,Electronic accessories,88.54,4,17.708,371.86800000000005,2023-02-06,13:23,Ewallet,354.16,4.7619047619,17.708,4.5
INV-00224,B,Mandalay,Member,female,Fashion accessories,43.3,9,19.485,409.185,2023-01-11,19:08,Credit card,389.7,4.7619047619,19.485,6.4
INV-00146,A,Yangon,Normal,M,,45.09,9,20.2905,426.10050000000007,2023-08-28,19:48,Credit card,405.81000000000006,4.7619047619,20.2905,5.2
INV-01445,C, Naypyitaw ,Normal,,Sports and travel,48.9,7,17.115,359.415,2023-04-16,12:26,Cash,342.3,4.7619047619,17.115,9.7
INV-00374,B,Mandalay,Member,Female,Health and beauty,63.03,9,28.3635,595.6335,2023-09-17,11:36,Cash,567.27,4.7619047619,28.3635,6.9
INV-01270,A,Yangon,Normal,Female,Home and lifestyle,67.23,7,23.5305,494.14050000000003,2023-08-15,10:16,Ewallet,470.61,4.7619047619,23.5305,
INV-00119,C,Naypyitaw,Normal,Male,Electronic accessories,21.46,8,8.584,180.264,2023-03-13,16:01,Cash,171.68,4.7619047619,8.584,5.9
INV-01164,C,Naypyitaw,Normal,Male,Food and beverages,50.07,4,10.014,210.294,2023-12-24,17:09,Cash,200.28,4.7619047619,10.014,6.6
INV-00251,A,Yangon,Member,,Electronic accessories,27.79,9,12.5055,262.6155,2023/05/05,11:45,Credit card,250.10999999999999,4.7619047619,12.5055,4.7
INV-01493,A,Yangon,Member,F,Sports and travel,37.37,10,18.685,392.385,2023-06-04,12:49,Credit card,373.7,4.7619047619,18.685,8.8
INV-01250,B,Mandalay,Member,Male,Health and beauty,25.81,3,3.8715,81.30149999999999,2023-11-14,20:56,Cash,77.42999999999999,4.7619047619,3.8715,
INV-00951,B,Mandalay,Member,Female,Health and beauty,96.59,2,9.659,202.839,2023-04-26,15:55,Credit card,193.18,4.7619047619,9.659,
INV-00010,C, Naypyitaw ,Member,F,Sports and travel,13.14,6,3.942,82.78200000000001,2023-10-07,15:24,Ewallet,78.84,4.7619047619,3.942,9.6
INV-00450,A,Yangon,Normal,Male,Fashion accessories,21.48,10,10.74,225.54000000000002,2023-12-16,19:26,Cash,214.8,4.7619047619,10.74,8.1
INV-00940,B,Mandalay,Member,Female,Electronic accessories,20.16,3,3.024,63.504000000000005,2023-03-18,15:48,Cash,60.480000000000004,4.7619047619,3.024,4.1
INV-00709,A,Yangon,Member,male,Fashion accessories,77.76,4,15.552,326.59200000000004,2023-10-16,13:37,Credit card,311.04,4.7619047619,15.552,8.3
INV-00256,B,Mandalay,Normal,Female,Health and beauty,88.14,3,13.221,277.641,2023-02-19,17:57,Credit card,264.42,4.7619047619,13.221,6.2
INV-00594,B,Mandalay,Member,Female,Sports and travel,17.42,-1,6.097,128.037,2023-11-09,18:17,Ewallet,121.94000000000001,4.7619047619,6.097,6.4
INV-00390,C, Naypyitaw ,Normal,Male,Food and beverages,70.52,6,21.156,444.276,2023-01-05,12:57,Credit card,423.12,4.7619047619,21.156,
INV-01432,B,Mandalay,Normal,Male,Fashion accessories,78.43,2,7.843,164.703,2023-08-21,20:27,Ewallet,156.86,4.7619047619,7.843,7.6
INV-01413,A,Yangon,Member,Male,Home and lifestyle,54.29,2,5.429,114.009,2023-01-17,12:07,Ewallet,108.58,4.7619047619,5.429,4.5
INV-00558,A,Yangon,Member,M,Health and beauty,82.34,6,24.702,518.7420000000001,2023-01-01,19:58,Credit card,494.04,4.7619047619,24.702,4.1
INV-01331,B,Mandalay,Member,Male,Electronic accessories,88.05,7,30.8175,647.1675,2023-04-13,13:20,Ewallet,616.35,4.7619047619,30.8175,
INV-00963,A,Yangon,Member,Male,Electronic accessories,22.45,5,5.6125,117.8625,2023-11-09,12:04,Ewallet,112.25,4.7619047619,5.6125,4.5
INV-00461,A,Yangon,Normal,,Electronic accessories,27.89,1,1.3945,29.2845,2023-04-01,17:26,Ewallet,27.89,4.7619047619,1.3945,4.1
INV-00724,C, Naypyitaw ,Normal,female,Fashion accessories,30.94,5,7.735,162.43500000000003,2023-06-17,11:43,Cash,154.70000000000002,4.7619047619,7.735,7.1
INV-01428,C,Naypyitaw,Normal,Male,Electronic accessories,88.99,4,17.798,373.758,2023-07-23,10:10,Credit card,355.96,4.7619047619,17.798,7.2
INV-00145,A,Yangon,Member,Female,Health and beauty,30.32,1,1.516,31.836,2023-11-02,17:48,Credit card,30.32,4.7619047619,1.516,4.6
INV-00502,B,Mandalay,Member,,Fashion accessories,38.45,9,17.3025,363.3525,2023-10-25,10:25,Ewallet,346.05,4.7619047619,17.3025,5.4
INV-01133,A,Yangon,Normal,Female,Food and beverages,46.21,7,16.1735,339.6435,2023-03-16,13:19,Cash,323.47,4.7619047619,16.1735,6.1
INV-00740,B,Mandalay,Normal,Female,,38.87,7,13.6045,285.69449999999995,2023-01-21,12:17,Ewallet,272.09,4.7619047619,13.6045,4.8
INV-01431,B,Mandalay,Member,Male,Home and lifestyle,34.4,9,15.48,325.08,2023-03-04,10:24,Ewallet,309.59999999999997,4.7619047619,15.48,6.9
INV-00869,C, Naypyitaw ,Normal,F,Food and beverages,61.82,7,21.637,454.377,2023-08-31,11:33,Cash,432.74,4.7619047619,21.637,6.5
INV-00732,C,Naypyitaw,Normal,male,Electronic accessories,83.36,9,37.512,787.752,2023-01-10,13:53,Ewallet,750.24,4.7619047619,37.512,8.7
INV-00540,A,Yangon,Member,Male,Fashion accessories,28.76,9,12.942,271.78200000000004,2023-07-29,20:01,Cash,258.84000000000003,4.7619047619,12.942,6.1
INV-00178,B,Mandalay,Member,Male,Home and lifestyle,54.28,2,5.428,113.988,2023-10-04,20:11,Cash,108.56,4.7619047619,5.428,4.1
INV-01495,B,Mandalay,Normal,Female,Sports and travel,37.16,1,1.858,39.017999999999994,2023-11-26,18:55,Credit card,37.16,4.7619047619,1.858,4.0
INV-00698,B,Mandalay,Member,Female,Health and beauty,33.36,2,3.336,70.056,2023-12-09,18:28,Ewallet,66.72,4.7619047619,3.336,8.0
INV-01001,A,Yangon,Normal,Male,Electronic accessories,37.56,6,11.268,236.62800000000001,2023-10-06,20:19,Ewallet,225.36,4.7619047619,11.268,7.5
INV-01080,C,Naypyitaw,Member,Female,Home and lifestyle,87.47,10,43.735,918.4350000000001,2023-09-21,19:07,Credit card,874.7,4.7619047619,43.735,5.0
INV-00932,C,Naypyitaw,Member,Male,Health and beauty,15.63,4,3.126,65.646,2023-07-25,11:05,Cash,62.52,4.7619047619,3.126,9.7
INV-01119,A,Yangon,Normal,female,Fashion accessories,86.59,8,34.636,727.356,2023-03-02,13:34,Ewallet,692.72,4.7619047619,34.636,10.0
INV-00680,C, Naypyitaw ,Member,F,Electronic accessories,52.66,1,2.633,55.293,2023-09-02,13:48,Cash,52.66,4.7619047619,2.633,7.1
INV-00008,C,Naypyitaw,Member,F,Home and lifestyle,58.16,2,5.816,122.136,2023-02-22,20:37,Cash,116.32,4.7619047619,5.816,5.5
INV-00919,C,Naypyitaw,Normal,Male,Food and beverages,38.1,7,13.335,280.03499999999997,2023-01-07,19:38,Cash,266.7,4.7619047619,13.335,4.9
INV-00668,A,Yangon,Normal,Female,Electronic accessories,29.94,2,2.994,62.874,2023-10-05,11:40,Ewallet,59.88,4.7619047619,2.994,9.1
INV-01199,C,Naypyitaw,Member,M,Electronic accessories,30.73,6,9.219,193.599,2023-11-16,20:19,Credit card,184.38,4.7619047619,9.219,5.9
INV-00358,B,Mandalay,Member,Male,Home and lifestyle,52.7,3,7.905,166.00500000000002,2023-07-22,20:40,Cash,158.10000000000002,4.7619047619,7.905,
INV-00784,B,Mandalay,Normal,Female,Electronic accessories,87.82,2,8.782,184.422,2023-10-17,18:33,Cash,175.64,4.7619047619,8.782,5.8
INV-00736,C,Naypyitaw,Normal,M,Electronic accessories,12.86,6,3.858,81.018,2023-04-25,18:27,Credit card,77.16,4.7619047619,3.858,7.4
INV-00330,A,Yangon,Normal,Male,Health and beauty,50.08,1,2.504,52.583999999999996,2023-02-11,20:12,Credit card,50.08,4.7619047619,2.504,8.1
INV-01086,B,Mandalay,Normal,F,Electronic accessories,30.82,7,10.787,226.52700000000002,2023-01-28,19:37,Cash,215.74,4.7619047619,10.787,5.5
INV-01273,C,Naypyitaw,Normal,Male,Home and lifestyle,14.24,5,3.56,74.76,2023-06-03,16:32,Credit card,71.2,4.7619047619,3.56,
INV-01346,B,Mandalay,Normal,M,Fashion accessories,22.0,3,3.3,69.3,2023-03-14,15:12,Ewallet,66.0,4.7619047619,3.3,6.1
INV-00259,B,Mandalay,Member,Female,Fashion accessories,70.81,4,14.162,297.402,2023-07-01,13:52,Ewallet,283.24,4.7619047619,14.162,5.0
INV-00937,A,Yangon,Normal,male,,53.23,8,21.292,447.13199999999995,2023-12-18,15:06,Cash,425.84,4.7619047619,21.292,5.1
INV-01215,B,Mandalay,Member,Male,Fashion accessories,94.06,3,14.109,296.289,2023-05-01,17:00,Cash,282.18,4.7619047619,14.109,9.7
INV-00373,A,Yangon,Normal,Male,Health and beauty,39.74,7,13.909,292.089,2023-04-20,17:48,Cash,278.18,4.7619047619,13.909,5.4
